5c9e6affd867f016f8002936,DAEWOO AMERICA DEVELOPMENT (NEW YORK) CORP,5c9e6affd867f016f8002b1c,TRUMP KOREA LLC,Ownership (as of 2014 FEC filing),https://assets.documentcloud.org/documents/2178529/trump-searchable.pdf
5c9e6affd867f016f8002937,DAEWOO AMERICA DEVELOPMENT (NEW YORK) CORP.,5c9e6affd867f016f8002b1c,TRUMP KOREA LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002938,DAVIS MANAFORT INC.,5c9e6affd867f016f8002b1d,PERICLES EMERGING MARKET MANAGERS L.P.,Davis Manafort served as advisor to the manager,https://assets.documentcloud.org/documents/2814130/Pericles-Winding-Up-Petition.pdf
5c9e6affd867f016f8002939,DELAWARE MANAGEMENT HOLDINGS INC.,5c9e6affd867f016f8002afb,TRUMP TOWER COMMERCIAL LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f800293a,DEUTSCHE BANK,5c9e6affd867f016f8002b1e,1290 AVENUE OF THE AMERICAS A TENANCY-IN-COMMON,Loaned money,http://www.wsj.com/articles/trump-debts-are-widely-held-on-wall-street-creating-new-potential-conflicts-1483637414
5c9e6affd867f016f800293a,DEUTSCHE BANK,5c9e6affd867f016f8002903,401 NORTH WABASH VENTURE LLC,Term loan and mortgage,https://www.documentcloud.org/documents/3233891-TIHT-Chicago.html
5c9e6affd867f016f800293a,DEUTSCHE BANK,5c9e6affd867f016f8002940,DJT HOLDINGS LLC,Loaned money,http://www.wsj.com/articles/trump-debts-are-widely-held-on-wall-street-creating-new-potential-conflicts-1483637414
5c9e6affd867f016f800293a,DEUTSCHE BANK,5c9e6affd867f016f80029af,KUSHNER COMPANIES,Loaned money,http://www.nytimes.com/2017/01/07/us/politics/jared-kushner-trump-business.html
5c9e6affd867f016f800293a,DEUTSCHE BANK,5c9e6affd867f016f8002b1b,TITAN ATLAS MANUFACTURING,Loaned money,http://www.postandcourier.com/timeline-trump-may-profit-on-son-s-failure/article_8b4e2248-e898-5d72-8c47-1f3e477117b8.html
5c9e6affd867f016f800293a,DEUTSCHE BANK,5c9e6affd867f016f8002b1f,TRUMP NATIONAL DORAL,Mortgages,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f800293b,DEVELOPMENT BANK OF JAPAN,5c9e6affd867f016f8002b20,SANEI INTERNATIONAL,DBJ is largest shareholder of SI,https://www.nytimes.com/2016/12/04/us/politics/trump-family-ivanka-donald-jr.html
5c9e6affd867f016f800293c,DEVELOPMENT MEMBER INC.,5c9e6affd867f016f8002b21,BRIAR HALL OPERATIONS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f800293d,DIACOR INTERNATIONAL LTD.,5c9e6affd867f016f8002b22,STEINMETZ DIAMOND GROUP,NKA/FKA,https://www.bloomberg.com/news/articles/2017-04-26/kushners-are-partners-with-one-of-israel-s-wealthiest-families
5c9e6affd867f016f800293e,DJT ENTREPRENEUR MANAGING MEMBER LLC,5c9e6affd867f016f8002b23,DJT UNIVERSITY MANAGING MEMBER LLC,DBA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f800293e,DJT ENTREPRENEUR MANAGING MEMBER LLC,5c9e6affd867f016f8002a2a,THE TRUMP ENTREPRENEUR INITIATIVE LLC (NY DOMESTIC),Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f800293f,DJT ENTREPRENEUR MEMBER LLC,5c9e6affd867f016f8002b24,DJT UNIVERSITY MEMBER LLC,DBA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f800293f,DJT ENTREPRENEUR MEMBER LLC,5c9e6affd867f016f8002a2a,THE TRUMP ENTREPRENEUR INITIATIVE LLC (NY DOMESTIC),Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002af2,4 SHADOW TREE LANE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002af7,809 NORTH CANON LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b25,DT CONNECT II LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f80029b5,LFB ACQUISITION LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f80029d8,OPO HOTEL MANAGER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b26,PINE HILL DEVELOPMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b08,SEVEN SPRINGS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b27,THC VENTURE I LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002a37,TIHT CHICAGO MEMBER ACQUISITION LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b28,TNGC JUPITER MANAGEMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002a55,TRUMP BRIARCLIFF MANOR DEVELOPMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002a5d,TRUMP CHICAGO MANAGING MEMBER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002a5e,TRUMP CHICAGO MEMBER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002a7e,TRUMP LAS VEGAS MANAGING MEMBER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002a7f,TRUMP LAS VEGAS MEMBER LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b29,TRUMP MARKS ASIA LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b1f,TRUMP NATIONAL DORAL,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b2a,TRUMP NATIONAL GOLF CLUB - CHARLOTTE,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b2b,TRUMP NATIONAL GOLF CLUB - HUDSON VALLEY,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b2c,TRUMP NATIONAL GOLF CLUB - JUPITER,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b2d,TRUMP NATIONAL GOLF CLUB - PHILADELPHIA,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b2e,TRUMP NATIONAL GOLF CLUB - WESTCHESTER,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b10,TRUMP NATIONAL GOLF CLUB WASHINGTON DC LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002ab3,TRUMP OLD POST OFFICE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b2f,TRUMP SCOTSBOROUGH SQUARE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002acc,TRUMP VINEYARD ESTATES LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b30,TRUMP VIRGINIA LOT 5 LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b31,TRUMP WINE MARKS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002ad7,TURNBERRY SCOTLAND LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b32,TW VENTURE I LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002ada,TW VENTURE II LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002940,DJT HOLDINGS LLC,5c9e6affd867f016f8002b33,WHITE COURSE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002941,DJT HOLDINGS MANAGING MEMBER LLC,5c9e6affd867f016f8002940,DJT HOLDINGS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002941,DJT HOLDINGS MANAGING MEMBER LLC,5c9e6affd867f016f8002ab4,TRUMP OLD POST OFFICE MEMBER CORP.,Ownership,https://assets.documentcloud.org/documents/3442581/Trump-International-Hotel-Liquor-License-Filings.pdf
5c9e6affd867f016f8002942,DJT OPERATIONS II LLC,5c9e6affd867f016f8002b34,TAG AIR INC.,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002943,DOUBLELINE FUNDS,5c9e6affd867f016f8002900,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f8002944,DRINKS AMERICAS,5c9e6affd867f016f8002998,ILD B.V.,Distilled Trump Vodka,http://www.marketwired.com/press-release/drinks-americas-expands-trump-super-premium-vodka-to-russia-nasdaq-dkam-789034.htm
5c9e6affd867f016f8002944,DRINKS AMERICAS,5c9e6affd867f016f8002b35,RECOLTE,Russian distributor of Trump Vodka,http://www.marketwired.com/press-release/drinks-americas-expands-trump-super-premium-vodka-to-russia-nasdaq-dkam-789034.htm
5c9e6affd867f016f8002945,DSN LICENSING LLC,5c9e6affd867f016f8002b36,TRUMP MARKS NETWORK LLC,NKA/FKA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002946,DSN LICENSING MEMBER CORP.,5c9e6affd867f016f8002945,DSN LICENSING LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
