BURSON-MARSTELLER,Bought firm,BLACK MANAFORT STONE AND KELLY,https://www.washingtonpost.com/news/powerpost/wp/2016/04/07/from-ukraine-to-trump-tower-paul-manafort-unafraid-to-take-on-controversial-jobs/?utm_term=.86b3fa6dfbe1
C DEVELOPMENT VENTURES MEMBER CORP.,Ownership,C DEVELOPMENT VENTURES LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
CAMBRIDGE ANALYTICA,Former senior vice president,MAKING AMERICA GREAT,https://www.linkedin.com/in/eacornell/ | https://www.bloomberg.com/politics/articles/2017-03-29/with-trump-struggling-wealthy-backers-rush-in-to-shore-him-up
CARDINAL INVESTMENT COMPANY,NKA/FKA,CIC PARTNERS,http://www.cicpartners.com/investment-team.php
CARDINAL INVESTMENT COMPANY,Investor,THAYER AEROSPACE CONSOLIDATED INC.,https://web.archive.org/web/20140516023111/http://www.bizjournals.com/wichita/stories/1998/12/14/story3.html
CARIBUSINESS MRE LLC,Ownership,CARIBUSINESS INVESTMENTS S.R.L.,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
CARLYLE GROUP,Investor,KUSHNER COMPANIES,http://www.nytimes.com/2017/01/07/us/politics/jared-kushner-trump-business.html
CHEVY CHASE TRUST HOLDINGS INC.,Mortgage,TRUMP NATIONAL GOLF CLUB WASHINGTON DC LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
"CHICAGO UNIT ACQUISITION LLC,""springing loan"",401 NORTH WABASH VENTURE LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html"
CIM GROUP,CIM bought Trump SoHo from Bayrock/Sapir in foreclosure auction,BAYROCK/SAPIR ORGANIZATION LLC,https://www.ft.com/content/549ddfaa-5fa5-11e6-b38c-7b39cbb1138a
CIM GROUP,Real-estate partner,KUSHNER COMPANIES,http://www.cimgroup.com/our-firm/press-releases/2016/25-30-columbia-heights-acquisition
CIT GROUP INC.,Subsidiary,FINANCIAL FREEDOM,https://www.muckrock.com/news/archives/2017/jan/02/steven-mnuchin-trump-relativity-media/
CIT GROUP INC.,Ownership,ONEWEST BANK FSB,https://variety.com/2015/biz/news/relativity-steve-mnuchin-co-chairman-1201557256/
"CITIZENS UNITED FOUNDATION,Citizens United paid BSA $300000 as a ""fundraising fee"" in 2012 per the Washington Post,BANNON STRATEGIC ADVISORS INC.,https://www.washingtonpost.com/investigations/how-bannons-multimedia-machine-drove-a-movement-and-paid-him-millions/2017/04/09/203df1ce-197b-11e7-855e-4824bbb5d748_story.html?utm_term=.49b3a547a917"
"CITIZENS UNITED FOUNDATION,The production company was ""a for-profit company started by the nonprofit organization and an anonymous investor"" per the Washington Post,CITIZENS UNITED PRODUCTIONS,https://www.washingtonpost.com/investigations/how-bannons-multimedia-machine-drove-a-movement-and-paid-him-millions/2017/04/09/203df1ce-197b-11e7-855e-4824bbb5d748_story.html?utm_term=.49b3a547a917"
CIVIL DEFENSE SOLUTIONS,AKA,CDS LLC,https://www.linkedin.com/in/tom-bossert-60543b11
COLONY CAPITAL INC.,Part of tri-merger to form Colony NorthStar,COLONY NORTHSTAR INC.,http://colonyinc.com/about#t3-mainbody
COLONY NORTHSTAR INC.,Subsidiary,COLONY AMERICAN FINANCE,http://colonyinc.com/what-we-do
COLONY NORTHSTAR INC.,Subsidiary,NORTHSTAR REALTY EUROPE,http://colonyinc.com/what-we-do
COLONY NORTHSTAR INC.,Subsidiary,NORTHSTAR SECURITIES LLC,http://colonyinc.com/what-we-do
CPW PT PARTNERS G.P.,Ownership,ONE CENTRAL PARK WEST PT ASSOCIATES,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
CUE,NKA/FKA,GREPLIN,https://techcrunch.com/2013/10/02/cue-greplin/
D B PACE ACQUISITION MEMBER CORP.,Ownership,D B PACE ACQUISITION LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
D B PACE ACQUISITION LLC,Took over loans from,TITAN ATLAS MANUFACTURING,https://www.nytimes.com/2016/12/21/business/north-charleston-donald-trump.html?_r=0
DAEWOO AMERICA DEVELOPMENT (NEW YORK) CORP,Ownership (as of 2014 FEC filing),TRUMP KOREA LLC,https://assets.documentcloud.org/documents/2178529/trump-searchable.pdf
DAEWOO AMERICA DEVELOPMENT (NEW YORK) CORP.,Ownership,TRUMP KOREA LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DAVIS MANAFORT INC.,Davis Manafort served as advisor to the manager,PERICLES EMERGING MARKET MANAGERS L.P.,https://assets.documentcloud.org/documents/2814130/Pericles-Winding-Up-Petition.pdf
DELAWARE MANAGEMENT HOLDINGS INC.,Owns collateralized debt,TRUMP TOWER COMMERCIAL LLC,Morningstar analysis
DEUTSCHE BANK,Loaned money,1290 AVENUE OF THE AMERICAS A TENANCY-IN-COMMON,http://www.wsj.com/articles/trump-debts-are-widely-held-on-wall-street-creating-new-potential-conflicts-1483637414
DEUTSCHE BANK,Term loan and mortgage,401 NORTH WABASH VENTURE LLC,https://www.documentcloud.org/documents/3233891-TIHT-Chicago.html
DEUTSCHE BANK,Loaned money,DJT HOLDINGS LLC,http://www.wsj.com/articles/trump-debts-are-widely-held-on-wall-street-creating-new-potential-conflicts-1483637414
DEUTSCHE BANK,Loaned money,KUSHNER COMPANIES,http://www.nytimes.com/2017/01/07/us/politics/jared-kushner-trump-business.html
DEUTSCHE BANK,Loaned money,TITAN ATLAS MANUFACTURING,http://www.postandcourier.com/timeline-trump-may-profit-on-son-s-failure/article_8b4e2248-e898-5d72-8c47-1f3e477117b8.html
DEUTSCHE BANK,Mortgages,TRUMP NATIONAL DORAL,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DEVELOPMENT BANK OF JAPAN,DBJ is largest shareholder of SI,SANEI INTERNATIONAL,https://www.nytimes.com/2016/12/04/us/politics/trump-family-ivanka-donald-jr.html
DEVELOPMENT MEMBER INC.,Ownership,BRIAR HALL OPERATIONS LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DIACOR INTERNATIONAL LTD.,NKA/FKA,STEINMETZ DIAMOND GROUP,https://www.bloomberg.com/news/articles/2017-04-26/kushners-are-partners-with-one-of-israel-s-wealthiest-families
DJT ENTREPRENEUR MANAGING MEMBER LLC,DBA,DJT UNIVERSITY MANAGING MEMBER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT ENTREPRENEUR MANAGING MEMBER LLC,Ownership,THE TRUMP ENTREPRENEUR INITIATIVE LLC (NY DOMESTIC),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT ENTREPRENEUR MEMBER LLC,DBA,DJT UNIVERSITY MEMBER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT ENTREPRENEUR MEMBER LLC,Ownership,THE TRUMP ENTREPRENEUR INITIATIVE LLC (NY DOMESTIC),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,4 SHADOW TREE LANE LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,809 NORTH CANON LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,DT CONNECT II LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,LFB ACQUISITION LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,OPO HOTEL MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,PINE HILL DEVELOPMENT LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,SEVEN SPRINGS LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,THC VENTURE I LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TIHT CHICAGO MEMBER ACQUISITION LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TNGC JUPITER MANAGEMENT LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP BRIARCLIFF MANOR DEVELOPMENT LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP CHICAGO MANAGING MEMBER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP CHICAGO MEMBER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP LAS VEGAS MANAGING MEMBER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP LAS VEGAS MEMBER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP MARKS ASIA LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP NATIONAL DORAL,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP NATIONAL GOLF CLUB - CHARLOTTE,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP NATIONAL GOLF CLUB - HUDSON VALLEY,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP NATIONAL GOLF CLUB - JUPITER,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP NATIONAL GOLF CLUB - PHILADELPHIA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP NATIONAL GOLF CLUB - WESTCHESTER,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP NATIONAL GOLF CLUB WASHINGTON DC LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP OLD POST OFFICE LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP SCOTSBOROUGH SQUARE LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP VINEYARD ESTATES LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP VIRGINIA LOT 5 LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TRUMP WINE MARKS LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TURNBERRY SCOTLAND LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TW VENTURE I LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,TW VENTURE II LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS LLC,Ownership,WHITE COURSE LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS MANAGING MEMBER LLC,Ownership,DJT HOLDINGS LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DJT HOLDINGS MANAGING MEMBER LLC,Ownership,TRUMP OLD POST OFFICE MEMBER CORP.,https://assets.documentcloud.org/documents/3442581/Trump-International-Hotel-Liquor-License-Filings.pdf
DJT OPERATIONS II LLC,Ownership,TAG AIR INC.,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DOUBLELINE FUNDS,Owns collateralized debt,40 WALL STREET LLC,Morningstar analysis
DRINKS AMERICAS,Distilled Trump Vodka,ILD B.V.,http://www.marketwired.com/press-release/drinks-americas-expands-trump-super-premium-vodka-to-russia-nasdaq-dkam-789034.htm
DRINKS AMERICAS,Russian distributor of Trump Vodka,RECOLTE,http://www.marketwired.com/press-release/drinks-americas-expands-trump-super-premium-vodka-to-russia-nasdaq-dkam-789034.htm
DSN LICENSING LLC,NKA/FKA,TRUMP MARKS NETWORK LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DSN LICENSING MEMBER CORP.,Ownership,DSN LICENSING LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DSN LICENSING MEMBER CORP.,NKA/FKA,TRUMP MARKS NETWORK MEMBER INC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT APP WARRANT HOLDING MANAGING MEMBER CORP.,Ownership,DT APP WARRANT HOLDING LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT BALI GOLF MANAGER MEMBER CORP.,Ownership,DT BALI GOLF MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT BALI HOTEL MANAGER MEMBER CORP.,Ownership,DT BALI HOTEL MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT BALI TECHNICAL SERVICES MANAGER MEMBER CORP.,Ownership,DT BALI TECHNICAL SERVICES MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT CLIENT SERVICES LLC,AKA,GOP DATA TRUST LLC,https://www.documentcloud.org/documents/3677166-DT-Client-Services-Registration.html
DT CONNECT II MEMBER CORP.,Ownership,DT CONNECT II LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT CONNECT MANAGING MEMBER CORP.,Ownership,DT CONNECT LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT DUBAI GOLF MANAGER MEMBER CORP.,Ownership,DT DUBAI GOLF MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT DUBAI II GOLF MANAGER MEMBER CORP.,Ownership,DT DUBAI II GOLF MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT HOME MARKS INTERNATIONAL MEMBER CORP.,Ownership,DT HOME MARKS INTERNATIONAL LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT INDIA VENTURE LLC,Ownership,DT INDIA VENTURE MANAGING MEMBER CORP.,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT JEDDAH TECHNICAL SERVICES ADVISOR MEMBER CORP.,Ownership,DT JEDDAH TECHNICAL SERVICES ADVISOR LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT JEDDAH TECHNICAL SERVICES MANAGER MEMBER CORP.,Ownership,DT JEDDAH TECHNICAL SERVICES MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT LIDO GOLF MANAGER MEMBER CORP.,Ownership,DT LIDO GOLF MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT LIDO HOTEL MANAGER MEMBER CORP.,Ownership,DT LIDO HOTEL MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT LIDO TECHNICAL SERVICES MANAGER MEMBER CORP.,Ownership,DT LIDO TECHNICAL SERVICES MANAGER LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS BAKU MANAGING MEMBER CORP.,Ownership,DT MARKS BAKU LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS BALI MEMBER CORP.,Ownership,DT MARKS BALI LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS DUBAI II MEMBER CORP.,Ownership,DT MARKS DUBAI II LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS DUBAI MEMBER CORP.,Ownership,DT MARKS DUBAI LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS GURGAON MANAGING MEMBER CORP.,Ownership,DT MARKS GURGAON LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS LIDO MEMBER CORP.,Ownership,DT MARKS LIDO LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS PRODUCTS INTERNATIONAL MEMBER CORP.,Ownership,DT MARKS PRODUCTS INTERNATIONAL LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS PUNE II MANAGING MEMBER CORP.,Ownership,DT MARKS PUNE II LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS PUNE MANAGING MEMBER CORP.,Ownership,DT MARKS PUNE LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS QATAR MEMBER CORP.,Ownership,DT MARKS QATAR LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
"DT MARKS RIO LLC,Licenses ""Trump"" name for Trump Towers Rio,MRP GROUP,http://www.politico.com/story/2016/10/trump-towers-rio-brazil-criminal-probe-230484"
DT MARKS RIO MEMBER CORP.,Ownership,DT MARKS RIO LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS VANCOUVER MANAGER CORP.,Ownership,DT MARKS VANCOUVER LP,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT MARKS WORLI MEMBER CORP.,Ownership,DT MARKS WORLI LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT TOWER GURGAON MANAGING MEMBER CORP.,Ownership,DT TOWER GURGAON LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT TOWER I MEMBER CORP.,Ownership,DT TOWER I LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DT TOWER KOLKATA MANAGING MEMBER CORP.,Ownership,DT TOWER KOLKATA LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DTTM OPERATIONS LLC,Ownership,THC VENTURE III LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DTTM OPERATIONS MANAGING MEMBER CORP.,Ownership,DTTM OPERATIONS LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
DUKE UNIVERSITY,Investor,THRIVE CAPITAL,http://www.forbes.com/sites/stevenbertoni/2016/07/18/new-york-vc-thrive-captial-raises-700-million-for-fifth-fund/#6f6296ff27d4
EATON VANCE,Owns collateralized debt,40 WALL STREET LLC,Morningstar analysis
EDWARD D. JONES & CO.,Ownership,THE BRIDGE BUILDER FUNDS,https://www.edwardjones.com/investments-services/wealth-management/advisory-solutions/bridge-builder-mutual-funds.html
EID VENTURE II MEMBER CORP.,Ownership,EID VENTURE II LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
ETSY,Tenant,KUSHNER PROPERTIES,https://commercialobserver.com/2014/05/etsy-dumbo-lease/
EURASIAN RESOURCES GROUP,Successor company,EURASIAN NATURAL RESOURCES CORPORATION,https://www.ft.com/content/0132c21e-7800-11e5-a95a-27d368e1ddf7
EXCEL VENTURE I CORP.,Ownership,EXCEL VENTURE I LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
EXXON MOBIL CORPORATION,Signed strategic cooperation agreement,ROSNEFT,https://www.washingtonpost.com/news/josh-rogin/wp/2016/12/13/inside-rex-tillersons-long-romance-with-russia/?utm_term=.37f238834d71 | https://rosneft.com/press/releases/item/114473/
FIDELITY INVESTMENTS,Owns collateralized debt,TRUMP TOWER COMMERCIAL LLC,Morningstar analysis
FIFTY-SEVEN MANAGEMENT CORP.,Ownership,FIFTY-SEVENTH STREET ASSOCIATES LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
FIRST MEMBER INC.,Ownership,TRUMP PALACE/PARC LLC,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
